AQ,DQ,Loss,Stage1,Train1,Val1,Test1,Stage2,Train2,Val2,Test2,Stage3,Train3,Val3,Test3,AQMean,AQStdev,DQMean,DQStdev,LossMean,LossStdev,AQNorm,DQNorm,LossNorm,Categorical,Set1,Set2,Set3
39,6,77659062.4116213,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.838116354923494,1.00054281164433,238,,,
40,6,76404216.2014643,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.838116354923494,0.968285870188283,239,,,
1,7,56595561.8831447,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.733351810558057,0.459086736862412,240,Train,Train,Train
2,7,54804627.2500453,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.733351810558057,0.413049164175099,241,Train,Train,Train
3,7,60581437.3609541,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.733351810558057,0.561547222376986,242,Train,Train,Train
4,7,58985960.2206736,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.733351810558057,0.520534058937573,243,Train,Train,Train
5,7,55662025.7229256,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.733351810558057,0.435089356925689,244,Train,Train,Train
6,7,55878624.4616861,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.733351810558057,0.440657220763583,245,Train,Train,Train
7,7,60036487.0007975,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.733351810558057,0.547538787142659,246,Train,Train,Train
8,7,52124470.8121456,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.733351810558057,0.344153351596142,247,Train,Train,Train
9,7,46784034.9570251,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.733351810558057,0.206872682989854,248,Train,Train,Train
10,7,57674991.4963634,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.733351810558057,0.486834438180463,249,Train,Train,Train
11,7,55368552.7913157,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.733351810558057,0.427545373370372,250,Train,Train,Train
12,7,62549788.4460581,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.733351810558057,0.61214544326113,251,Train,Train,Train
13,7,57577201.8927814,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.733351810558057,0.484320669168593,252,Train,Train,Train
14,7,59841153.9757209,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.733351810558057,0.542517577449129,253,Train,Train,Train
15,7,54751397.1421924,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.733351810558057,0.411680836758709,254,Train,Train,Train
16,7,57639404.7571736,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.733351810558057,0.485919649297677,255,Train,Train,Train
17,7,60762020.2663994,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.733351810558057,0.566189267084747,256,Train,Train,Train
18,7,59625103.2519381,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.733351810558057,0.536963800825197,257,Train,Train,Train
19,7,60992051.9084092,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.733351810558057,0.572102435686038,258,Train,Train,Train
20,7,63377536.0627784,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.733351810558057,0.633423434298448,259,Train,Train,Train
21,7,61095553.9146718,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.733351810558057,0.574763047105647,260,Validation,Train,Train
22,7,57923486.1310105,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.733351810558057,0.493222214480916,261,Validation,Train,Train
23,7,52662824.0429306,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.733351810558057,0.35799220173375,262,Validation,Train,Train
24,7,58223699.231685,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.733351810558057,0.500939460095887,263,Validation,Train,Train
25,7,64151648.8317491,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.733351810558057,0.653322693719207,264,Test,Train,Train
26,7,65956492.7456081,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.733351810558057,0.699717816878862,265,Test,Train,Train
27,7,65853371.1484569,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.733351810558057,0.697066984214878,266,Test,Validation,Train
28,7,64758474.8244839,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.733351810558057,0.668921697296871,267,Test,Validation,Train
29,7,78273577.4073553,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.733351810558057,1.01633946790453,268,Test,Validation,Train
30,7,64783221.2360849,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.733351810558057,0.669557825886812,269,Test,Validation,Train
31,7,64633923.5278191,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.733351810558057,0.665719995086454,270,,Test,Validation
32,7,65129348.0025563,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.733351810558057,0.678455323247101,271,,Test,Validation
33,7,59684673.9594288,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.733351810558057,0.538495119012613,272,,Test,Validation
34,7,57741712.4433283,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.733351810558057,0.488549559653292,273,,Test,Validation
35,7,63183621.6104067,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.733351810558057,0.628438690282005,274,,,
36,7,59654873.3216585,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.733351810558057,0.537729067029406,275,,,
37,7,68686931.8197247,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.733351810558057,0.769906189485952,276,,,
38,7,61347313.0635585,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.733351810558057,0.581234740657359,277,,,
39,7,71743204.4729127,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.733351810558057,0.848470404964821,278,,,
40,7,64768302.2949825,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.733351810558057,0.669174321194499,279,,,
1,8,43684354.0551252,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.62858726619262,0.12719261974727,280,Train,Train,Train
2,8,39466418.1123843,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.62858726619262,0.0187668129280055,281,Train,Train,Train
3,8,51728701.075733,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.62858726619262,0.333979737400072,282,Train,Train,Train
4,8,54224009.177204,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.62858726619262,0.398123858562051,283,Train,Train,Train
5,8,45077881.0806199,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.62858726619262,0.163014475298146,284,Train,Train,Train
6,8,41754383.2275837,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.62858726619262,0.0775809976281701,285,Train,Train,Train
7,8,49027304.3871374,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.62858726619262,0.264537925225577,286,Train,Train,Train
8,8,36924253.1151624,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.62858726619262,-0.0465818065468466,287,Train,Train,Train
9,8,44311435.6960764,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.62858726619262,0.143312312835236,288,Train,Train,Train
10,8,56440098.5569278,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.62858726619262,0.45509041335141,289,Train,Train,Train
11,8,41452448.2865873,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.62858726619262,0.0698194905714299,290,Train,Train,Train
12,8,45509633.1052154,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.62858726619262,0.174113046316794,291,Train,Train,Train
13,8,45842096.2920818,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.62858726619262,0.182659309172144,292,Train,Train,Train
14,8,48523534.2295767,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.62858726619262,0.2515880638416,293,Train,Train,Train
15,8,46783259.0393713,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.62858726619262,0.206852737334258,294,Train,Train,Train
16,8,42522911.2354546,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.62858726619262,0.097336695781911,295,Train,Train,Train
17,8,42297612.3607746,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.62858726619262,0.0915451871875968,296,Train,Train,Train
18,8,50706296.4834784,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.62858726619262,0.307697915125908,297,Train,Train,Train
19,8,52410899.39017,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.62858726619262,0.35151625375729,298,Train,Train,Train
20,8,59081467.6628596,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.62858726619262,0.522989162954523,299,Validation,Train,Train
21,8,56783287.6690964,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.62858726619262,0.463912395686753,300,Validation,Train,Train
22,8,49994416.0247813,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.62858726619262,0.289398392766888,301,Validation,Train,Train
23,8,54753065.4081228,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.62858726619262,0.411723721022944,302,Validation,Train,Train
24,8,46466624.7782832,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.62858726619262,0.198713371139239,303,Test,Train,Train
25,8,46158288.7539212,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.62858726619262,0.190787318523284,304,Test,Train,Train
26,8,39555380.1849444,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.62858726619262,0.0210536623786814,305,Test,Validation,Train
27,8,47321241.744873,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.62858726619262,0.220682062788861,306,Test,Validation,Train
28,8,43922687.183385,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.62858726619262,0.133319185459535,307,Test,Validation,Train
29,8,52666720.6305894,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.62858726619262,0.358092366996211,308,Test,Validation,Train
30,8,42884675.0065292,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.62858726619262,0.106636156297486,309,Test,Test,Validation
31,8,55572495.3168654,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.62858726619262,0.432787897955303,310,,Test,Validation
32,8,61604000.4922258,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.62858726619262,0.58783312003804,311,,Test,Validation
33,8,51895892.8907157,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.62858726619262,0.338277552179425,312,,Test,Validation
34,8,56757002.4188467,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.62858726619262,0.463236709876333,313,,,
35,8,49965881.3193228,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.62858726619262,0.288664882703272,314,,,
36,8,46748718.2785514,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.62858726619262,0.205964836258734,315,,,
37,8,51914791.4770438,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.62858726619262,0.338763357203063,316,,,
38,8,50570586.6088625,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.62858726619262,0.304209371713129,317,,,
39,8,60859445.9641628,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.62858726619262,0.568693681572858,318,,,
40,8,57774705.3240459,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.62858726619262,0.489397671089705,319,,,
1,9,38156418.0772673,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.523822721827184,-0.0149079068090909,320,Train,Train,Train
2,9,37378890.7378947,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.523822721827184,-0.0348949408086465,321,Train,Train,Train
3,9,37802366.4415564,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.523822721827184,-0.0240091200040662,322,Train,Train,Train
4,9,45058727.5068312,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.523822721827184,0.162522115594323,323,Train,Train,Train
5,9,30648634.3648549,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.523822721827184,-0.207902185881491,324,Train,Train,Train
6,9,36029189.5652123,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.523822721827184,-0.0695902137098039,325,Train,Train,Train
7,9,39289338.1592433,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.523822721827184,0.0142148147347012,326,Train,Train,Train
8,9,40837107.1372321,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.523822721827184,0.0540015972952757,327,Train,Train,Train
9,9,34117676.4976789,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.523822721827184,-0.118727362639144,328,Train,Train,Train
10,9,45808373.7208513,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.523822721827184,0.181792440390038,329,Train,Train,Train
11,9,41951919.7144665,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.523822721827184,0.0826588492734449,330,Train,Train,Train
12,9,31693627.2747133,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.523822721827184,-0.181039710749121,331,Train,Train,Train
13,9,41896613.2375242,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.523822721827184,0.0812371469369928,332,Train,Train,Train
14,9,45790319.6163285,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.523822721827184,0.181328343524685,333,Train,Train,Train
15,9,47173460.1566571,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.523822721827184,0.216883205207129,334,Train,Train,Train
16,9,42849012.1805269,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.523822721827184,0.105719411535297,335,Train,Train,Train
17,9,52838999.1401941,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.523822721827184,0.362520939799375,336,Train,Train,Train
18,9,41307002.7256952,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.523822721827184,0.0660806826563532,337,Train,Train,Train
19,9,49177740.9298661,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.523822721827184,0.268405030781917,338,Validation,Train,Train
20,9,38278005.1196638,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.523822721827184,-0.0117824033994678,339,Validation,Train,Train
21,9,38949280.6014515,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.523822721827184,0.00547333179871212,340,Validation,Train,Train
22,9,36522996.9258972,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.523822721827184,-0.0568964549087255,341,Validation,Train,Train
23,9,44833756.5306521,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.523822721827184,0.156739035923538,342,Test,Train,Train
24,9,45755938.0484106,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.523822721827184,0.180444534644746,343,Test,Train,Train
25,9,43736680.0909319,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.523822721827184,0.128537707185063,344,Test,Validation,Train
26,9,47697859.1578603,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.523822721827184,0.230363349422815,345,Test,Validation,Train
27,9,42968518.7944141,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.523822721827184,0.108791435673848,346,Test,Validation,Train
28,9,41731437.8128288,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.523822721827184,0.0769911652690789,347,Test,Validation,Train
29,9,52414273.4592575,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.523822721827184,0.351602987213664,348,Test,Test,Validation
30,9,40609866.8289915,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.523822721827184,0.0481601824190614,349,Test,Test,Validation
31,9,49352009.4747205,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.523822721827184,0.272884759216763,350,,Test,Validation
32,9,42146634.2419506,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.523822721827184,0.0876641599345112,351,,Test,Validation
33,9,37866898.4370223,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.523822721827184,-0.0223502674825885,352,,,
34,9,47147348.7481299,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.523822721827184,0.216211988153295,353,,,
35,9,40823275.5177917,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.523822721827184,0.0536460431764363,354,,,
36,9,39480901.7702314,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.523822721827184,0.0191391282758641,355,,,
37,9,43135617.8257751,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.523822721827184,0.11308686536742,356,,,
38,9,50849524.840146,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.523822721827184,0.311379727828115,357,,,
39,9,46585129.5256752,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.523822721827184,0.201759641405625,358,,,
40,9,49700409.4049987,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.523822721827184,0.281840690280914,359,,,
1,10,36087128.9567428,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.419058177461747,-0.0681008299546705,360,Train,Train,Train
2,10,37420693.1901833,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.419058177461747,-0.0338203714747486,361,Train,Train,Train
3,10,35485240.5281166,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.419058177461747,-0.0835729090414306,362,Train,Train,Train
4,10,37375048.0534635,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.419058177461747,-0.0349937204405471,363,Train,Train,Train
5,10,31560883.9221176,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.419058177461747,-0.184451997066521,364,Train,Train,Train
6,10,36931020.8402802,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.419058177461747,-0.0464078361342587,365,Train,Train,Train
7,10,35815326.1884192,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.419058177461747,-0.075087762627727,366,Train,Train,Train
8,10,32426107.9986826,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.419058177461747,-0.162210640190899,367,Train,Train,Train
